Button name,Rating,text,Date,Page Load Time,ID,feedback_type,¿Qué te gustaría compartir con nosotros?,basket_id,motivo_visita,share_data,error_type,label,Coincide
Desktop New Site,4,me gustaria que las promociones que sacan MERIDA - GUADALAJARA  TAMBIEN LAS COMPARTAN CANCUN-GUADALAJARA no toda las personas tenemos la misma capacidad de pago aunque sea lugar turistico,2023-04-12 18:22:22,3.0,64373d1f578719638821edd1,general,Comentario general,True,search_info,True,Unknown,3,False
Desktop New Site,1,me cobran automático el reembolso total y no lo quiero,2023-04-12 18:11:09,2.0,64373a742c6b5b16f8373596,error,Errores o problemas en la página,True,book_flight,True,payment_issues,1,True
Desktop New Site,1,ME CARGAN UN SEGURO DE CANCELACION POR 225 PESOS QUE NO SOLICITE,2023-04-12 17:53:21,0.0,64373655c4fb823c9154843e,error,Errores o problemas en la página,True,book_flight,True,invoice,1,True
Desktop New Site,1,porque me meten a fuerza reembolso total no lo quiero,2023-04-12 17:43:01,0.0,643733dafecd5d6e5637bd26,general,Comentario general,True,book_flight,True,Unknown,1,True
Desktop New Site,1,"ME HABIA ARROJADO UN TOTAL QUE YA DETALLABA EL TUA PERO AQUI EN ESTA PAGINA DE PAGOS NO ENTIENDO QUE ES ESA LINEA QUE DICE REEMBOLSO TOTAL POR 228.62, DEBERÍAN SER MÁS CLAROS, ES MUY DESHONESTO NO SERLO",2023-04-12 17:40:46,5.0,64373357a423aa251666f455,general,Comentario general,True,book_flight,True,Unknown,1,True
Desktop New Site,2,"Me hicieron un cobro de más y no me dan seguimiento. he enviado correo a atenciontelefonica@vivaaerobus.com y atencion.clientes@vivaaerobus.com y no me contestan, mi clave es ICLE8D y vuelo 4026. Favor de revisar mi correo. Gracias.",2023-04-12 16:59:57,1.0,643729c92ae9c02f8e486ae4,general,Comentario general,True,search_info,True,Unknown,1,False
Desktop New Site,1,"No pude factura mediante el portal así que me comuniqué mediante el chat de WhatsApp y solo me dijo el asesor de nombre Roberto que el portal estaba en reparación y que intentara más tarde, inmediatamente se fue de la conversación. muy mal servicio en ambas situaciones, en el portal y el su chat",2023-04-12 16:11:13,1.0,64371e5effe2884196667601,error,Errores o problemas en la página,True,search_info,False,invoice,1,True
Desktop New Site,2,"se agrega el reembolso total y no lo quiero, ya he intentado comprar el vuelo 3 veces y se agrega el reembolso total en adicional....justo cunado le pongo prepagar el tua",2023-04-12 15:25:04,1.0,643713831211073a756b3c81,error,Errores o problemas en la página,True,book_flight,True,booking_issues,1,False
Desktop New Site,1,"No me deja facturar la pagina, me dice que esta en mantenimiento, como podria obtener la factura ?",2023-04-12 15:21:04,20.0,6437129d55adf51139095556,error,Errores o problemas en la página,True,search_info,True,invoice,1,True
Doters,3,A see,2023-04-12 14:44:29,3.0,64370a0c1bd371787557d813,suggestion,Nada,False,Unknown,False,Unknown,5,False
Desktop New Site,2,Kindly process refund to original form of payment. PNR HFTN7H ,2023-04-12 14:44:16,0.0,64370a00e4ec1627274092a3,suggestion,Sugerencias o ideas,True,quote_flight,True,Unknown,1,False
Desktop New Site,1,Agrega una cantidad que no es parte de mi compra,2023-04-12 14:07:02,1.0,6437013b39a9335dbd0fd7b3,error,Errores o problemas en la página,True,book_flight,False,payment_issues,1,True
Desktop New Site,2,Kindly process refund to original form of payment. PNR CYH8HJ ,2023-04-12 13:36:39,0.0,6436fa2568b584470035ff8e,suggestion,Sugerencias o ideas,True,book_flight,True,Unknown,1,False
Desktop New Site,1,"Pésimo servicio, hacen todo para que los pasajeros pierda su vuelo, no actualizan el estatus de los vuelos de forma correcta ocasionando contratiempos., aunado a esto el personal que da atención se burla de la gente. NEFASTO SERVICIO.................",2023-04-12 13:33:35,0.0,6436f97191afb27e1350ce5b,general,Comentario general,True,flight_status,True,Unknown,1,True
Doters,1,"aun no se me relejan puntos del 18 de marzo 2023  18/03/2023 SEARS MERIDA PZA MERIDA YUC  440.00  18/03/2023 SEARS MERIDA PZA MERIDA YUC  2,596.00  18/03/2023 SEARS MERIDA PZA MERIDA YUC  7,956.64",2023-04-12 13:23:17,3.0,6436f70c34c32c67c27b1d24,general,Nada,False,Unknown,False,Unknown,1,True
Desktop New Site,2,No puedo facturar mis viajes.,2023-04-12 12:52:07,0.0,6436efb7cc918f620337ca73,error,Errores o problemas en la página,True,search_info,True,invoice,1,False
Doters,1,"desde que me di de alta no he podido ingresar a mi cuenta, no reconoce mi usuario ni mi contraseña, cuando ya la cambié 3 veces",2023-04-12 12:47:05,5.0,6436ee8e3e9f774a671a2435,error,Nada,False,Unknown,False,Unknown,1,True
Desktop New Site,4,Porque en el precio final me cobran adicionalmente por reembolso total 274 pesos ??,2023-04-12 12:37:01,0.0,6436ec1fe2c928380a0f05c0,error,Errores o problemas en la página,True,book_flight,True,booking_issues,1,False
Desktop New Site,2,"En ningún momento durante mi compra hje seleccionado esta opción de reembolso total, incluso en ninguna parte de la pagina me han mencionado que significa esto de reembolso total. NO quiero pagarlo porque no se que es y yo no lo seleccioné",2023-04-12 12:13:54,2.0,6436e6b8523b682c0467e7ae,general,Comentario general,True,book_flight,True,Unknown,1,False
Desktop New Site,1,tengo un error en mi apellido como lo corrijo,2023-04-12 12:00:51,21.0,6436e3ae2e72ee7f11376cf1,general,Comentario general,True,change_booking,True,Unknown,1,True
Desktop New Site,1,"de la nada me aparece el adicional de reemboso total aunque yo no lo elija, como puedo eliminarlo ?",2023-04-12 11:56:45,2.0,6436e2b433f0ea3f517fdbac,general,Comentario general,True,book_flight,False,Unknown,1,True
Doters,4,"Buen día, tengo la tarjeta HSBC VIVA desde hace pocos meses (DIc 2022) decía que me daban 20000 doters y en mi balance solo tengo 3900, no los he usado.",2023-04-12 11:15:38,2.0,6436d91f95096710f90b4232,error,Nada,False,Unknown,False,Unknown,3,False
Desktop New Site,5,felicitacion,2023-04-12 08:13:36,0.0,6436ae714db4d47a82195048,compliment,Felicitación,True,book_flight,True,Unknown,5,True
Doters,2,"Lleco 11,000 puntos y los 20,000 extra de regalo  que dicen al contratar siguen  sin aparecer.",2023-04-12 08:05:19,2.0,6436ac825c3607603e308d0b,general,Nada,False,Unknown,False,Unknown,1,False
Doters,2,"No he podido usar los puntos en vivaaerobus para nada, no respetan eso en vivaaerobus, y no esta claro como usarlos,expliquenle al personal de la aerolinea , de ida y vuelta pague x la maleta",2023-04-12 08:02:41,2.0,6436abe470e071682414ab66,general,Nada,False,Unknown,False,Unknown,1,False
Doters,2,No se visualiza correctamente en los teléfonos mobiles,2023-04-12 07:59:14,2.0,6436ab16cf9d7f72e3150bc6,error,Nada,False,Unknown,False,Unknown,2,True
Doters,1,"Hace un par de semanas hice una compra de un vuelo y jamás me dieron mis puntos!  Tengo hasta viva fan, no vuelvo a comprar vuelos aquí ",2023-04-12 06:52:13,1.0,64369b63c0f6232d9b792394,general,Nada,False,Unknown,False,Unknown,1,True
Doters,2,Mas amigable y menos repetitivo ,2023-04-12 06:33:14,1.0,643696f2e5c4aa035f7413d8,error,Nada,False,Unknown,False,Unknown,3,False
Feedback_Nuevo Sitio_VF,2,no funciona su opcion de vivafan,2023-04-11 23:04:39,4.0,64362dcedf0151144204e962,login,Problemas con el perfil / login,False,Unknown,True,Unknown,1,False
Doters,2,Al abordar el autobús me pidieron dinero por mi equipaje al no darlo súper grosero el chofer y el ayudante empujándome con quien se reporta esto ,2023-04-11 22:20:23,10.0,6436236d75194a3d500b8afe,general,Nada,False,Unknown,False,Unknown,1,False
Desktop New Site,1,"No me permite quitar el rembolso total, ratas!!!",2023-04-11 22:16:16,0.0,6436226515c2f66df7623fd5,error,Errores o problemas en la página,True,book_flight,True,booking_issues,1,True
Desktop New Site,1,No pudo eliminar este cobro que no deseo.,2023-04-11 22:05:04,0.0,64361fc2923b831a057d4b1b,error,Errores o problemas en la página,True,book_flight,False,invoice,1,True
Desktop New Site,1,No me manden mas anuncios. Cuando yo necesite sus servicios. Yo los contacto,2023-04-11 21:48:04,4.0,64361bd29fdd990b8f429192,general,Comentario general,True,search_info,False,Unknown,2,False
Doters,5,su servicio es muy bueno y me gustaría poder encontrar boletos digitales,2023-04-11 21:43:20,4.0,64361abf1f8a523f1d4b5b03,compliment,Nada,False,Unknown,False,Unknown,5,True
Desktop New Site,3,"Hola, tengo un còdigo promocional y por mas que lo ingreso no lo acepta o no se que pasa,.. ya me cansé de buscar como.. me pueden ayudar. ?",2023-04-11 20:37:13,0.0,64360b3cb38d2f4cc04c8892,general,Comentario general,True,book_flight,True,Unknown,1,False
Desktop New Site,2,para proceder con el pago no carga la pagina y no puedo adquirir el servicio,2023-04-11 20:34:12,0.0,64360a899267374e481d07bc,error,Errores o problemas en la página,True,book_flight,False,booking_issues,1,False
Desktop New Site,2,Selecciona la ida pero no el regreso,2023-04-11 19:59:49,0.0,64360279230c426dca2d01e5,error,Errores o problemas en la página,True,book_flight,True,booking_issues,3,False
Desktop New Site,1,"Al querer comprar el boleto y prepagar el TUA, en automático me hace el cargo de el servicio adicional REEMBOLSO TOTAL y no deseo adquirirlo, quisiera saber como poder eliminarlo para poder concluir mi compra.",2023-04-11 19:54:40,0.0,64360136632f0e313353364f,error,Errores o problemas en la página,True,quote_flight,True,booking_issues,1,True
Desktop New Site,2,WEB Ckin - NO disponible!! una pesadilla viajo ligero para evitar filas y la pagina no está disponible para el ckin!!,2023-04-11 19:44:56,0.0,6435fef287c6c3766b3d4719,error,Errores o problemas en la página,True,book_flight,True,booking_issues,1,False
Desktop New Site,1,"Es imposible pagar. Es la única web en Mexico donde tengo inconvenientes con cualquier tarjeta que intente. Llevo más de, no se, 20 vuelos con ustedes? Ya des bloqueen mi cuenta y dejenme pagar...  Que tengo que recurrir a Paynet siempre y odio el efectivo.",2023-04-11 19:25:25,0.0,6435fa5bbc8dd101650d61de,error,Errores o problemas en la página,True,book_flight,True,payment_issues,1,True
Desktop New Site,1,"Ya pagando con la tarjeta viva HSBC me saca porq cambio de tarifaPESIMO,,,",2023-04-11 19:13:38,1.0,6435f79c59b0372705163d66,error,Errores o problemas en la página,True,book_flight,True,booking_issues,1,True
Desktop New Site,1,"No me permiten modificar mi número de telefono que ya no tengo y que ya cambie, quiero modificarlo.",2023-04-11 18:21:30,1.0,6435eb6edbcc84272f7c0eae,error,Errores o problemas en la página,True,search_info,True,profile_or_login,1,True
Desktop New Site,3,No puedo ingresar una tarjeta para pagar,2023-04-11 17:50:13,0.0,6435e41951a4923c20438f0a,error,Errores o problemas en la página,True,book_flight,False,payment_issues,1,False
Desktop New Site,2,"He intentado renovar mi membresía Viva Fan y me ha sido imposible, ya me comuniqué a servicio al cliente y no tuve ayuda, quiero hacer una reserva de vuelos pero ya aplicando la membresía, pero es imposible.",2023-04-11 17:45:19,3.0,6435e2f422d7702a8179fe91,error,Errores o problemas en la página,True,book_flight,True,vivafan,1,False
Desktop New Site,1,El vuelo me agrega un reembolsó que yo no estoy solicitando,2023-04-11 17:28:46,0.0,6435df0574054a1d3c39dbe4,error,Errores o problemas en la página,True,book_flight,True,booking_issues,3,False
Desktop New Site,4,Todo bien,2023-04-11 17:01:57,4.0,6435d8c88c0ed3219926d3a2,compliment,Felicitación,True,book_flight,False,Unknown,5,False
Doters,3,Q tal buena tarde.. A quien corresponda... Acabo d hacer una compra viaje redondo en Costa line y no me dio punto alguno..además q tuve diferentes temas al cargar las fechas ver los asientos y pagar... Agradeceré ajusten los puntos correspondientes ala compra por su atención gracias.,2023-04-11 15:30:04,5.0,6435c3432834c854d702e3dd,error,Nada,False,Unknown,False,Unknown,5,False
Desktop New Site,1,Porque me cobran a fuerza el Reembolso total si yo en ningún momento del proceso activé esa opción?,2023-04-11 15:21:49,0.0,6435c13ca4990752e324aefe,suggestion,Sugerencias o ideas,True,book_flight,True,Unknown,1,True
Desktop New Site,1,no puedo quitar este cargo adicional ,2023-04-11 13:55:42,0.0,6435ad10925331404750037c,error,Errores o problemas en la página,True,book_flight,True,payment_issues,1,True
Desktop New Site,5,"Me acabo de registrar pero esta mal la fecha de nacimiento y estoy tratando de arreglarlo, gracias",2023-04-11 13:19:24,1.0,6435a4a1002bd346e835b084,general,Comentario general,True,book_flight,True,Unknown,2,False
Desktop New Site,3,h ola q tal buenas tardes es para enformales que sus precions son altos requerimos se nos pueden bajar un poco los precios,2023-04-11 13:05:39,0.0,6435a16410580e103f30c4d0,suggestion,Sugerencias o ideas,True,search_info,False,Unknown,3,True
Desktop New Site,3,deben de bajar los precios están muy elevados,2023-04-11 12:48:41,0.0,64359d6a06f855693e6f60b0,general,Comentario general,True,quote_flight,False,Unknown,2,False
Desktop New Site,2,No me permite pagar un boleto de avión. ,2023-04-11 12:24:34,1.0,643597c79a6b8542937a7ef4,error,Errores o problemas en la página,True,book_flight,False,booking_issues,1,False
Desktop New Site,2,"siempre que quiero reservar un vuelo, no me permite pagar con TC, creo que es un error de la pagina ya que van varios intentos y con diferentes tarjetas y no se puede, de hecho hemos hablado a atencion a clientes y tampoco pueden realizar el cargo.",2023-04-11 12:20:03,13.0,643596ac6eb3004f3f43dd29,error,Errores o problemas en la página,True,book_flight,True,booking_issues,1,False
Desktop New Site,3,ESTAN MUY CAROS LOS BOLETOS ,2023-04-11 12:13:17,2.0,6435951de33adf550b7a15a8,general,Comentario general,True,search_info,False,Unknown,2,False
Desktop New Site,1,"No puedo realizar el pago de mis vuelos, me aparece el error   0187711d-fa93-45ae-8ec0-27946f0564ba  Ya terminé de seleccionar todo, solo falta pagar ",2023-04-11 12:07:46,0.0,643593d6bd187b56390f8e99,error,Errores o problemas en la página,True,book_flight,True,booking_issues,1,True
Desktop New Site,1,"Me mandan un aviso de cambio de vuelo, me ofrecen 3 opciones, escojo certificado electrónico y no se genera nada. Luego al final del aviso me ponen la opción aceptar o rechazar ; selecciono rechazar, con la promesa de que se comunican y nada de nada.",2023-04-11 11:54:28,0.0,643590b811a0463f8a26a793,general,Comentario general,True,change_booking,True,Unknown,1,True
Desktop New Site,1,"Supongo que el sistema no puede detectar que mi tarjeta es de debito y no de crédito. Si reconoce que mi tarjeta es Master Card, pero no me deja proceder con la compra del boleto. Ya revise mi tarjeta, los números están bien, el nombre también, el numero seguro, etc. Pero no me deja continuar. -.-",2023-04-11 11:39:44,0.0,64358d3712a9990dc114a2d6,error,Errores o problemas en la página,True,book_flight,True,booking_issues,2,False
Doters,1,No dice por ningún lado como compro vuelos como uso los puntos ,2023-04-11 11:09:01,1.0,643586135735235aae740b9d,error,Nada,False,Unknown,False,Unknown,1,True
Doters,1,"La página es muy confusa, hace que me confunda con facilidad y cuando por fin señecciono una opción me saca del sitio, creo que lo hacen para no utilizar los beneficios",2023-04-11 10:53:36,8.0,64358275b2fc3d61781f406a,general,Nada,False,Unknown,False,Unknown,2,False
Desktop New Site,4,"ME GUSTA ESTA AEROLINEA, HE VIAJADO EN VUELOS NACIONALES, Y HA ESTADO BIEN, AHORA EN VIAJE A ESTADO UNIDOS, ESPERO TAMBIEN SEA MUY BIEN. GRACIAS",2023-04-11 08:29:00,3.0,6435608f9aa34462090f12da,compliment,Felicitación,True,flight_status,True,Unknown,5,False
Desktop New Site,1,No hay forma  de comunicarse al servicio  a clientes ,2023-04-11 07:51:00,1.0,643557a3d84bbe0bd16932ff,general,Comentario general,True,change_booking,True,Unknown,1,True
Desktop New Site,2,NO SE MUESTRA EN LOS SERVICIOS ADICIONALES EL COMO AGREGAR A LA COMPRA EL VOLAR CON MI MASCOTA EN CABINA ,2023-04-11 01:12:52,1.0,6434fa552955977c1f335f12,error,Errores o problemas en la página,True,book_flight,True,booking_issues,1,False
Desktop New Site,1,Se agrega un cargo de reembolso total por 833.46 sin que yo lo pida,2023-04-10 22:17:33,1.0,6434d1341ad90b73fa33ead7,error,Errores o problemas en la página,True,book_flight,False,booking_issues,1,True
Doters,3,"Mucha información por llenar, deben simplificar gracias ",2023-04-10 21:37:28,4.0,6434c7d974a35f5f5843c761,Unknown,Nada,False,Unknown,False,Unknown,4,False
Desktop New Site,1,Porque se me hizo el cobro y dicen que no aceptaron mi tarjeta. me urge que solucionen esto,2023-04-10 21:33:12,2.0,6434c6cfcf5fe10848168cac,error,Errores o problemas en la página,True,book_flight,True,payment_issues,1,True
Desktop New Site,2,Kindly process refund to original form of payment. PNR ZFPWGN,2023-04-10 21:12:22,0.0,6434c1f6519e00070349844b,suggestion,Sugerencias o ideas,True,quote_flight,True,Unknown,1,False
Desktop New Site,1,Me ponen en automatico Reembolso total,2023-04-10 20:06:14,0.0,6434b270042a5a3ed501a8dd,general,Comentario general,True,book_flight,True,Unknown,5,False
Desktop New Site,4,"Soy cliente nuevo de Viva pero hice dos compras (4 viajes redondos), pero en ningún momento me indicó como cargar o como acumular puntos Doters.  Aún ya concluidos los viajes, deberían permitir cargarlos al programa de Doters y si es así cómo le tendría que hacer.",2023-04-10 18:37:54,0.0,64349dbc9af096659431d5ca,general,Comentario general,True,search_info,True,Unknown,2,False
Desktop New Site,3,no puedo eliminar un cargo de reembolso total por 229.98 que no solicite,2023-04-10 18:03:20,2.0,6434959f54bad76c104a2cb3,general,Comentario general,True,book_flight,True,Unknown,1,False
Doters,1,"No se ven reflejados mis puntos dooters, ya escribí vía email y no obtengo respuesta, también marqué vía telefónica y tampoco. ",2023-04-10 17:38:46,10.0,64348fed653994301672a444,error,Nada,False,Unknown,False,Unknown,1,True
Doters,1,"Esta horrible, no me puedo registrar, me.d8ce que ya existe el usuario y no me deja cambiar contraseña  Pésimo ",2023-04-10 17:02:31,4.0,6434876fc95b194cd66ddd72,error,Nada,False,Unknown,False,Unknown,1,True
Desktop New Site,1,Quisiera saber que es eso y como se quita,2023-04-10 15:40:43,0.0,64347434ccb8fd42775f1db7,suggestion,Sugerencias o ideas,True,book_flight,False,Unknown,5,False
Desktop New Site,3,"Tengo dudas con respecto a la facturacion. Me gustaria saber si se puede pagar el equipaje extra (Light) por separado, esto para que no me pase de mi presupuesto en la factura. Mi correo es 0.wgrn.cc@gmail.com por si tienen respuesta a esta pregunta. Saludos, Luis.",2023-04-10 15:15:23,0.0,64346e4f8c2cfb3e3147ff2d,suggestion,Sugerencias o ideas,True,search_info,True,Unknown,1,False
Desktop New Site,2,"¿Por qué te obligan a pagar una cobertura de reembolso total si no deseas incluirla, o es un error de página? ojalá me puedan dar retroalimentación sobre esta parte o el procedimiento para adquirir boletos sin esa cobertura",2023-04-10 14:00:16,1.0,64345ca4b46c316403603ee2,general,Comentario general,True,book_flight,True,Unknown,1,False
Desktop New Site,1,no me carga la   opcion para elegir fechas ,2023-04-10 12:47:13,1.0,64344b8d421dc702c574a8bc,error,Errores o problemas en la página,True,book_flight,True,booking_issues,1,True
Doters,3,De todo me gusta participar ,2023-04-10 11:48:56,3.0,64343deee7969940b5245cf3,suggestion,Nada,False,Unknown,False,Unknown,5,False
Doters,1,"hay muchos puntos por actualizar, ",2023-04-10 10:16:06,1.0,6434282db022d04b954b2571,general,Nada,False,Unknown,False,Unknown,3,False
Doters,1,"No puedo acceder a mi cuenta, simplemente no sirve su botón de inicio de sesión y marca error en el area de correo aunque es correcto. ",2023-04-10 09:29:42,1.0,64341d4e0f322370e7249bac,error,Nada,False,Unknown,False,Unknown,1,True
Doters,1,Sigue pensando y no reacciona ,2023-04-10 08:31:32,1.0,64340facb69af851d05f4a7a,error,Nada,False,Unknown,False,Unknown,1,True
Desktop New Site,1,"No se entienden los precios, no trae opciones como adulto niño costo viaje redondo, no es bueno poner pero falta el TUA que ni se que es, de verdad mejoren y den mas seriedad a su informacion porfavor gracias",2023-04-10 08:23:49,3.0,64340dda4512d5527a6c1236,error,Errores o problemas en la página,True,quote_flight,False,booking_issues,2,False
Doters,2,Soy usuario de puntos de hace algunas semana atrás y veo que no tengo un solo punto y he realizado varías compras ,2023-04-10 07:50:39,3.0,643406149a311713c67dd627,general,Nada,False,Unknown,False,Unknown,5,False
Doters,1,No puedo firmarmepara entrar a mi cuenta pido el restablecimiento de la contraseña y nunca llega el correo ,2023-04-09 22:53:38,0.0,6433883aa3ec137015192206,error,Nada,False,Unknown,False,Unknown,1,True
Desktop New Site,1,"Yo no seleccioné ""reembolso total""",2023-04-09 21:55:51,0.0,64337a98c32d991ece345c58,general,Comentario general,True,book_flight,True,Unknown,1,True
Desktop New Site,4,muy facil la interfaz,2023-04-09 21:42:40,3.0,64337794d5ad613ceb73ba6b,compliment,Felicitación,True,quote_flight,False,Unknown,5,False
Desktop New Site,1,agrega servicios no seleccionados y no hay manera de eliminarlos ,2023-04-09 18:01:45,1.0,643343bfe13d224e6822e15b,general,Comentario general,True,book_flight,True,Unknown,1,True
Desktop New Site,1,"no hay manera de eliminar los ""otros servicios"".",2023-04-09 17:46:03,1.0,6433401d6c8ce900496ecaaa,error,Errores o problemas en la página,True,book_flight,True,booking_issues,1,True
Desktop New Site,1,La página no me deja pagar con mi tarjeta de crédito. Lo intenté varias veces y verifiqué que la información se ingresó correctamente. Probé diferentes navegadores y en diferentes días y sigo recibiendo el mismo error.,2023-04-09 17:39:30,1.0,64333e87c8638c181c30b1f3,error,Errores o problemas en la página,True,book_flight,True,payment_issues,1,True
