Date,nps,text,label,nps_scaled,Coincide
2023-04-17 16:12:04,10,fasilidad,3,5,False
2023-04-17 16:08:52,10,es muy agil el tramite,5,5,True
2023-04-17 16:08:07,10,Facilidad de uso,4,5,False
2023-04-17 16:01:17,9,na,3,4,False
2023-04-17 15:56:06,10,FACIL DE USAR,4,5,False
2023-04-17 15:51:55,9,excelente servicio,5,4,False
2023-04-17 15:50:28,10,por lo sencillo y el tiempo de ahorro en el aeropuerto,4,5,False
2023-04-17 15:45:45,10,gracias,5,5,True
2023-04-17 15:42:25,10,POR LOS SERVICIOS,4,5,False
2023-04-17 15:39:37,10,muy agil,5,5,True
2023-04-17 15:35:23,10,buen servicio,5,5,True
2023-04-17 15:32:44,10,Facil de utilizar,4,5,False
2023-04-17 15:23:33,10,Muy fácil y muy rápido,5,5,True
2023-04-17 15:23:12,9,Facilidad,4,4,True
2023-04-17 15:22:22,10,por disminución de tiempo por las largas filas que se hacen.,3,5,False
2023-04-17 15:12:28,10,"Hasta ahora, la pagina ha sido amigable y facil de entender",4,5,False
2023-04-17 15:10:42,9,b,3,4,False
2023-04-17 14:54:55,10,sencillo y claro,5,5,True
2023-04-17 14:50:09,10,MUY FACIL,5,5,True
2023-04-17 14:03:21,10,bu en servicio,5,5,True
2023-04-17 13:28:45,10,Muy sencillo,2,5,False
2023-04-17 13:19:24,10,HASTA AHORA TODO ME HA SALIDO BIEN,5,5,True
2023-04-17 13:02:56,10,Muy facil y rapido,5,5,True
2023-04-17 12:19:21,10,Fácil de usar,4,5,False
2023-04-17 11:24:55,10,BUEN SERVICIO Y BUEN PRECIO,5,5,True
2023-04-17 08:07:36,9,rapidez,5,4,False
2023-04-17 07:08:05,10,Es fácil y práctico,4,5,False
2023-04-17 07:04:34,10,Es la primera vez que viajo por Viva Aerobus y hasta ahora ha sido una muy buena experiencia,5,5,True
2023-04-17 05:11:49,10,por su rapidez,5,5,True
2023-04-17 05:03:30,9,Es sencilla y tiene buenas ofertas.,4,4,True
2023-04-17 04:02:09,10,FACIL Y RAPIDO,5,5,True
2023-04-17 03:16:36,10,muy intuitiva y rapido el procedimiento,5,5,True
2023-04-17 02:58:44,10,OK,3,5,False
2023-04-17 02:36:09,10,practico,4,5,False
2023-04-17 02:21:31,10,"Es muy amigable la pagina, no se traba y es muy claro todo",5,5,True
2023-04-17 02:11:13,10,Bien!,4,5,False
2023-04-17 01:51:29,9,BUEN SERVICIO,5,4,False
2023-04-17 01:34:46,9,muy sencillo,2,4,False
2023-04-17 01:24:17,9,Es bueno,4,4,True
2023-04-17 00:59:08,10,Fue rapido el tema,4,5,False
2023-04-17 00:41:16,10,POR QUE ES LA MEJOR OPCION PARA AGILIZAR EL ABORDAJE,5,5,True
2023-04-17 00:40:38,9,.,3,4,False
2023-04-17 00:37:27,9,Por economia,4,4,True
2023-04-17 00:33:03,10,LAS VECES QUE UTILIZADO EL SERVICIO HE QUEDADO SATISF,4,5,False
2023-04-17 00:26:32,10,exelentemente explicado,5,5,True
2023-04-17 00:22:09,10,m,2,5,False
2023-04-16 23:56:31,10,PRACTICO,4,5,False
2023-04-16 23:53:04,10,por su buen servicio,5,5,True
2023-04-16 23:48:03,10,Al parecer es muy fácil,3,5,False
2023-04-16 23:36:47,10,MUY SENCILLO DE UTILIZAR,2,5,False
2023-04-16 23:36:45,10,Fue rápido y efectivo,5,5,True
2023-04-16 23:08:04,9,RAPIDA,5,4,False
2023-04-16 22:57:04,10,PAGINA RAPIDA Y AMIGABLE,5,5,True
2023-04-16 22:40:45,10,FUE RAPIDO Y FACIL,5,5,True
2023-04-16 22:29:04,9,muy sencillo,2,4,False
2023-04-16 22:21:07,9,ENLACES DIRECTOS,5,4,False
2023-04-16 22:06:04,10,FUE MUY SENCILLO,2,5,False
2023-04-16 22:00:56,10,Eficiente,5,5,True
2023-04-16 21:56:14,10,Rapido,5,5,True
2023-04-16 21:47:04,10,EFCIENTE SERVICIO,5,5,True
2023-04-16 21:21:52,10,excelente servicio,5,5,True
2023-04-16 21:09:23,9,facil y rapido,5,4,False
2023-04-16 21:03:17,10,:),5,5,True
2023-04-16 21:00:19,10,FACCIL Y RAPIDO,5,5,True
2023-04-16 20:32:43,10,bien,4,5,False
2023-04-16 20:30:41,10,eS MUY RAPIDO,3,5,False
2023-04-16 20:27:46,10,indicaciones para imprimir los pases de abordar,4,5,False
2023-04-16 20:24:03,10,eficiencia,5,5,True
2023-04-16 20:05:23,10,MUY SENCILLO,2,5,False
2023-04-16 20:03:23,10,fue facil de hacerlo,4,5,False
2023-04-16 19:45:18,10,Muy fácil y rápido,5,5,True
2023-04-16 19:39:38,10,facil y rapido,5,5,True
2023-04-16 19:36:44,10,super rapido sencillo y facil de hacer,5,5,True
2023-04-16 19:32:11,10,rapido y facil,5,5,True
2023-04-16 19:31:37,10,FACIL DE MANEJAR,4,5,False
2023-04-16 19:30:32,10,"Fue muy agil el proceso, excelente servicio",5,5,True
2023-04-16 19:12:17,9,TODO OK,5,4,False
2023-04-16 18:31:04,10,FACIL Y SENCILLO,4,5,False
2023-04-16 18:28:13,10,buena aereolinea,4,5,False
2023-04-16 18:24:25,9,porque es seguro ya he viajado varias veces por este linea.,5,4,False
2023-04-16 18:14:35,9,CONFIABLE,5,4,False
2023-04-16 17:45:34,10,excelente servicio,5,5,True
2023-04-16 17:32:34,10,"es la primera vez que voy a viajar, y la información es clara.",5,5,True
2023-04-16 17:11:46,10,no,1,5,False
2023-04-16 17:07:10,10,muy buen servicio,5,5,True
2023-04-16 17:06:49,10,eficacia,5,5,True
2023-04-16 16:47:36,10,excelente servicio,5,5,True
2023-04-16 16:40:21,10,"ES LA MEJOR LINEA AEREA DE BAJO COSTO EN MEXICO! HE TENIDO PROBLEMAS? SI, PERO SIGUE SIENDO LA MEJOR LINEA AEREA DE BAJO COSTO EN MEXICO",5,5,True
2023-04-16 16:34:56,10,EFICIENCIA,5,5,True
2023-04-16 16:34:26,10,es rapido,5,5,True
2023-04-16 16:21:24,9,RAPIDO,5,4,False
2023-04-16 16:20:11,9,facil y amigable,5,4,False
2023-04-16 16:13:11,10,EFICIENTE,5,5,True
2023-04-16 15:58:21,10,rapidez,5,5,True
2023-04-16 15:42:20,10,eficiente rapidez,5,5,True
2023-04-16 15:35:05,10,Sencillo y fácil,5,5,True
2023-04-16 15:27:51,10,excelente servicio,5,5,True
2023-04-16 15:05:45,9,Rapidez,5,4,False
2023-04-16 14:26:25,9,cambios de tarifas,3,4,False
2023-04-16 13:07:26,10,POR LO EXTRAORDINARIO DE SU SERVICIO Y NOVEDOSO,5,5,True
2023-04-16 12:35:05,10,.,3,5,False
2023-04-16 06:57:47,10,OK,3,5,False
2023-04-16 06:47:37,10,Es muy fácil hacer el Check Inn,5,5,True
2023-04-16 06:06:07,10,Bueno,4,5,False
2023-04-16 05:43:35,9,FACIL Y RAPIDO,5,4,False
2023-04-16 05:42:04,10,Porque sí.,3,5,False
2023-04-16 05:33:04,10,Check-in rapido y facil,5,5,True
2023-04-16 05:29:50,10,RAPIDEZ,5,5,True
2023-04-16 05:22:04,9,facil y practica la pagina,4,4,True
2023-04-16 05:00:46,10,"solo que me cambiaron los precios , yo quería comprar viva fan y tampoco me dejó",1,5,False
2023-04-16 04:43:04,10,POR QUE ES LA MEJOR AEROLINEA DE MEXICO,5,5,True
2023-04-16 04:26:16,10,Excelencia en servicio,5,5,True
2023-04-16 03:52:35,10,Muy rápido,2,5,False
2023-04-16 03:22:48,10,es facil de llenar la forma. solo que cambiaron el asiento de casi $80 a mas de $200 al momento que hacia el llenado de la reserva,3,5,False
2023-04-16 03:08:15,9,es facil,4,4,True
2023-04-16 03:03:04,9,"En la aplicación piden inforación adicional al numero de pasaporte y no indica clarmente cual es esa información, y en el telefono casi una hora para atender mi llamada.",1,4,False
2023-04-16 02:54:53,10,Es muy Interativo,5,5,True
2023-04-16 02:17:36,10,Porque es muy facil,5,5,True
2023-04-16 02:10:07,10,me gusta el servicio que brinda la aerolinea,4,5,False
2023-04-16 01:50:08,10,FLEXIBLE,4,5,False
2023-04-16 01:49:16,9,POR LO DINÁMICO,4,4,True
2023-04-16 01:40:41,10,por que es muy ágil,4,5,False
2023-04-16 01:37:29,10,FUE MUY RAPIDO,2,5,False
2023-04-16 01:33:18,10,Buen precio y eficiente,5,5,True
2023-04-16 01:25:05,9,eficacia,5,4,False
2023-04-16 01:09:48,10,Porque es facil,4,5,False
2023-04-16 00:35:43,9,Porque es fácil,4,4,True
2023-04-16 00:26:54,10,rapida,5,5,True
2023-04-16 00:16:28,9,por lo rapido,4,4,True
2023-04-16 00:12:34,10,son pasos faciles y muy sencillos .,4,5,False
2023-04-15 23:48:07,9,es practico,4,4,True
2023-04-15 23:39:58,9,Sistema amigable y agil,4,4,True
2023-04-15 23:34:16,10,facil y rapido,5,5,True
2023-04-15 23:31:53,9,Es amigable,4,4,True
2023-04-15 22:53:28,9,facil,4,4,True
2023-04-15 22:03:04,9,X,5,4,False
2023-04-15 22:02:37,10,Fácil,4,5,False
2023-04-15 21:42:15,9,bUENOS VUELOS,5,4,False
2023-04-15 21:39:12,9,ES BUENO,4,4,True
2023-04-15 21:29:40,10,rapido y sencillo,5,5,True
2023-04-15 21:27:08,9,por practico y economico los vuelos,4,4,True
2023-04-15 21:17:15,10,muy facil y rapido,5,5,True
2023-04-15 21:16:44,10,ok,3,5,False
2023-04-15 21:01:24,10,por que si,3,5,False
2023-04-15 20:51:13,10,Facil,4,5,False
2023-04-15 20:51:12,10,Todo tramite es facil y rapido,5,5,True
2023-04-15 20:32:51,10,ES SENCILLO,3,5,False
2023-04-15 20:23:26,10,genial,5,5,True
2023-04-15 19:57:52,10,muy facil de usar,5,5,True
2023-04-15 19:35:08,10,Es fácil y rápido muy sencillo y ahorramos tiempo.,5,5,True
2023-04-15 19:02:37,10,EL PROCESO ES BASTANTE CLARO Y SIMPLE,3,5,False
2023-04-15 18:53:05,10,TIENE BUENA ATENCION EN GENERAL CON LAS PERSONAS CON DISCAPACIDAD O AL MENOS EN MI CASO,4,5,False
2023-04-15 18:19:09,10,excelente pagina,5,5,True
2023-04-15 18:17:22,9,Va todo muy bien y a tiempo,5,4,False
2023-04-15 17:59:10,9,por que es práctico,3,4,False
2023-04-15 17:56:49,10,.,3,5,False
2023-04-15 17:46:17,9,PORQUE FUE MUY RÁPIDO,2,4,False
2023-04-15 17:44:04,9,Efectividad,5,4,False
2023-04-15 17:39:20,10,POR FACIL ACCESO,4,5,False
2023-04-15 17:38:04,10,Siempre he tenido buenas experiencias viajando con viva aerobus.,5,5,True
2023-04-15 17:35:38,10,muy ágil el proceso,5,5,True
2023-04-15 17:32:43,10,Porque fue muy rápido,2,5,False
2023-04-15 17:32:11,9,Agilidad,4,4,True
2023-04-15 17:27:44,9,ESTA FACIL Y RAPIDO,5,4,False
2023-04-15 17:13:46,10,RAPIDEZ Y SEGURIDAD,5,5,True
2023-04-15 17:12:31,10,Excelente todo,5,5,True
2023-04-15 17:04:40,10,facil,4,5,False
2023-04-15 16:56:47,10,Rapido!,5,5,True
2023-04-15 16:45:21,10,rapida y sencilla,5,5,True
2023-04-15 16:45:17,10,soy buenos y accecibles,5,5,True
2023-04-15 16:42:11,10,OK,3,5,False
2023-04-15 16:39:44,10,Es facil,4,5,False
2023-04-15 16:39:25,10,EXCELENTE SERVICIO,5,5,True
2023-04-15 16:38:12,9,Por practicidad,4,4,True
2023-04-15 16:19:18,10,RAPIDEZ,5,5,True
2023-04-15 16:12:56,10,RAPIDO ME LL,5,5,True
2023-04-15 16:08:41,10,economia,4,5,False
2023-04-15 15:45:50,10,la facilidad de seleccion,4,5,False
2023-04-15 15:26:36,10,excelente y simple manera de comprar,5,5,True
2023-04-15 15:17:54,10,POR EL SERVICIO,5,5,True
2023-04-15 15:14:35,10,HAY MUCHA FLEXIBILIDAD E INFORMACION FACIL,3,5,False
2023-04-15 15:12:34,9,Fue sencillo.,3,4,False
2023-04-15 15:11:50,10,economico,4,5,False
2023-04-15 14:57:18,10,bien,4,5,False
2023-04-15 14:55:55,10,ES FACIL EL PROCESO,4,5,False
2023-04-15 14:46:52,10,mas agilidad en los tramites,5,5,True
2023-04-15 14:20:14,10,ok,3,5,False
2023-04-15 14:17:54,10,rapidez y eficencia,5,5,True
2023-04-15 13:12:53,9,Facil y Rapido,5,4,False
2023-04-15 12:49:43,9,FUE RAPIDO,5,4,False
2023-04-15 09:47:20,10,Could not translate webpage to english.,1,5,False
2023-04-15 06:30:48,10,super facil,5,5,True
2023-04-15 06:09:04,10,Es muy rápido,3,5,False
2023-04-15 06:06:37,10,"Sencillo, rápido y eficiente",5,5,True
2023-04-15 05:48:10,10,EFICIENCIA,5,5,True
2023-04-15 04:28:04,10,facil,4,5,False
2023-04-15 04:16:10,10,FÁCIL TRÁMITE,4,5,False
2023-04-15 03:57:07,10,ME PARECE MUY BIEN,4,5,False
2023-04-15 03:48:46,10,es muy facil hacer el check-in,4,5,False
2023-04-15 03:37:41,9,Excelente servicio de reservaciones,5,4,False
2023-04-15 03:32:04,10,excelente,5,5,True
2023-04-15 03:26:09,10,es rapida,5,5,True
2023-04-15 02:38:40,9,no vi mi asiento,1,4,False
2023-04-15 02:37:12,9,"esta sencillo, no di un 10 porque aveces no era obvio como continuar a la siguiente pantalla",3,4,False
2023-04-15 02:36:51,10,porque si,3,5,False
2023-04-15 02:36:41,9,SON BUENOS,5,4,False
2023-04-15 02:29:48,10,bien,4,5,False
2023-04-15 01:44:44,10,cambiaron el modo de viajar en el pais,5,5,True
2023-04-15 01:24:29,9,ok,3,4,False
2023-04-15 01:24:23,10,COMODIDAD,5,5,True
2023-04-15 01:17:23,10,BIEN,4,5,False
2023-04-15 01:02:17,10,todo muy facil gracias,5,5,True
2023-04-15 00:34:05,10,practicidad,4,5,False
2023-04-15 00:08:41,9,Facilidad.,4,4,True
2023-04-15 00:01:52,10,ES MUY SENCILLO,2,5,False
2023-04-14 23:54:54,10,disponibilidad de vuelos,4,5,False
2023-04-14 23:42:44,10,"Facil de navegar su sitio web, los mejores precios!",5,5,True
2023-04-14 23:37:10,10,rapides,5,5,True
2023-04-14 23:31:24,10,los quiero mucho,5,5,True
2023-04-14 23:18:10,10,Rápido y fácil de realizar,5,5,True
2023-04-14 23:05:40,9,ok,3,4,False
2023-04-14 23:05:09,10,FACILIDAD D RESERVAR,4,5,False
2023-04-14 23:04:42,9,Rapidez,5,4,False
2023-04-14 23:04:16,10,PARA EVITAR ATRASOS,4,5,False
2023-04-14 23:02:10,10,ES FACIL,4,5,False
2023-04-14 22:54:30,10,porque no imprimes en papel y es mucho mas sencillo el abordaje,2,5,False
2023-04-14 22:52:29,10,EXCELENTE SERVIVIO,5,5,True
2023-04-14 22:44:31,10,Andrea Perez de el call center fue muy amable!Gracias por su servicio y ayuda,5,5,True
2023-04-14 22:33:11,10,muy facil,5,5,True
2023-04-14 22:26:39,10,Buen servicio,5,5,True
2023-04-14 22:12:37,10,OK,3,5,False
2023-04-14 21:46:47,10,todo muy bien,5,5,True
2023-04-14 21:45:35,10,eficiencia y claridad en el servicio,5,5,True
2023-04-14 21:12:26,10,BUENA ATENION,4,5,False
2023-04-14 21:03:46,10,FACILIDAD DE VIAJAR Y DOCUMENTAR,4,5,False
2023-04-14 20:51:31,10,Pasos sencillos,3,5,False
2023-04-14 20:37:57,10,Muy buen servicio,5,5,True
2023-04-14 20:32:11,10,X,5,5,True
2023-04-14 20:27:05,10,Es muy sencillo,2,5,False
2023-04-14 20:04:10,10,FUE MUY SENCILLO HACER EL CHECK INN,3,5,False
2023-04-14 19:52:16,9,ME FUE MUY ACCESIBLE,5,4,False
2023-04-14 19:48:04,10,"Confío en VIVA Airlines. precio barato. Los vuelos de aerolíneas son numerosos. Muy selectivo. Además, el servicio de VIVA Airlines es de primera clase.",5,5,True
2023-04-14 19:46:17,9,Sin mayores inconvenientes,3,4,False
2023-04-14 19:45:05,9,ES SENCILLO,3,4,False
2023-04-14 19:40:42,9,ENCONTRE EL VUELO QUE NECESITABA,5,4,False
2023-04-14 19:37:04,10,es muy intuitiva y amigable,5,5,True
2023-04-14 19:36:52,10,facil,4,5,False
2023-04-14 19:35:34,10,precios,5,5,True
2023-04-14 19:33:20,9,ES AGIL Y RAPIDO,5,4,False
2023-04-14 19:29:05,10,ES SENCILLO EL MENÚ.,3,5,False
2023-04-14 19:16:04,10,rápido y sencillo,5,5,True
2023-04-14 19:01:04,10,es muy claro en sus indicaciones y restricciones.,4,5,False
2023-04-14 19:00:41,9,ok,3,4,False
2023-04-14 18:59:10,9,rapido,5,4,False
2023-04-14 18:57:06,10,Por ser muy rápido y practico,5,5,True
2023-04-14 18:46:05,10,ES FACIL,4,5,False
2023-04-14 18:44:46,10,facilidad,4,5,False
2023-04-14 18:44:15,10,Gracias,5,5,True
2023-04-14 18:39:38,10,me encanta su sistema,5,5,True
2023-04-14 18:20:40,10,ES MUY FACIL Y RAPIDO EL SERVICIO,5,5,True
2023-04-14 18:18:04,10,Fácil de hacer,4,5,False
2023-04-14 18:13:12,10,PORQUE ME PARECE MUY SEGURO EL VIAJE,5,5,True
2023-04-14 18:13:04,10,POR RAPIDO Y COMODO,5,5,True
2023-04-14 18:04:23,10,fácil y rápido,5,5,True
2023-04-14 18:04:20,10,Facilidad,4,5,False
2023-04-14 18:02:56,10,PORQUE ES MUY SENCILLO,3,5,False
2023-04-14 18:02:40,10,TODO HA SIDO OK EN LOS VUEKOS UE HE HECHO,5,5,True
2023-04-14 18:00:27,10,"BUENA ATENCION Y EXCELENTE SERVICIO, DESDE LA RESERVACION Y EL MOSTRADOR",5,5,True
2023-04-14 17:58:37,9,"Bastante buena, muy intuitiva.",4,4,True
2023-04-14 17:54:47,10,Para eficientar el abordaje,4,5,False
2023-04-14 17:52:53,10,COOL,5,5,True
2023-04-14 17:48:54,10,Es muy fácil usar la página,5,5,True
2023-04-14 17:48:41,10,muy practico y fácil de realizar,5,5,True
2023-04-14 17:40:05,10,eficientes,5,5,True
2023-04-14 17:33:56,10,Muy bien,5,5,True
2023-04-14 17:27:03,10,excelente atencion en linea,5,5,True
2023-04-14 17:26:17,10,POR SERIEDAD Y CUMPLIMIENTO,5,5,True
2023-04-14 17:24:26,10,super rápido el proceso,5,5,True
2023-04-14 17:20:19,10,GRACIAS,5,5,True
2023-04-14 17:06:04,10,excelente,5,5,True
2023-04-14 17:03:51,10,agil,3,5,False
2023-04-14 17:02:29,9,ATENCION,4,4,True
2023-04-14 17:01:16,9,Fácil manejo,4,4,True
2023-04-14 17:00:18,10,muy practica,5,5,True
2023-04-14 16:53:13,10,Rapido y facil,5,5,True
2023-04-14 16:49:12,10,es muy rapido,3,5,False
2023-04-14 16:46:15,10,apenas lo haré pero bueno ya te califique,3,5,False
2023-04-14 16:36:25,9,facilidad,4,4,True
2023-04-14 16:35:51,10,Tienen buen sistema,4,5,False
2023-04-14 16:34:21,10,MUY RAPIDO Y SENCILLO.,5,5,True
2023-04-14 16:31:33,10,muy practico,5,5,True
2023-04-14 16:28:04,10,PUNTUALIDAD,4,5,False
2023-04-14 16:28:04,10,SERVICIO EXCELENTE,5,5,True
2023-04-14 16:22:30,10,Muy buen  servicio,5,5,True
2023-04-14 16:09:28,9,facil y rapido,5,4,False
2023-04-14 16:01:56,10,Excelente,5,5,True
2023-04-14 16:01:43,10,excelente servicio,5,5,True
2023-04-14 15:53:03,10,Sencillo,3,5,False
2023-04-14 15:43:23,9,FACIL Y RAPIDO,5,4,False
2023-04-14 15:42:22,9,EFICIENTE,5,4,False
2023-04-14 15:41:31,10,seervicio,3,5,False
2023-04-14 15:39:29,10,ES MUY FACIL CUMPLE MUY BIEN,4,5,False
2023-04-14 15:34:17,9,precio y caidad,3,4,False
2023-04-14 15:22:04,10,economico,4,5,False
2023-04-14 15:18:32,10,buen servicio,5,5,True
2023-04-14 15:17:31,10,RAPIDO,5,5,True
2023-04-14 15:10:24,10,me parecio perfecto y aparte rapido,5,5,True
2023-04-14 15:10:09,10,Rapidez,5,5,True
2023-04-14 14:54:17,10,ok,3,5,False
2023-04-14 14:41:34,10,Fácil y rápido,5,5,True
2023-04-14 14:29:04,10,PRECIO,5,5,True
2023-04-14 13:56:31,10,es muy fácil y muy amigable el sistema,5,5,True
2023-04-14 13:53:19,9,buen servicio,5,4,False
2023-04-14 13:08:10,10,facil,4,5,False
2023-04-14 12:37:10,10,Muy Sencillo,2,5,False
2023-04-14 12:32:16,9,si,3,4,False
2023-04-14 12:29:32,10,por el servicio atento,4,5,False
2023-04-14 08:47:57,10,SON LOS MEJORES!!!!,5,5,True
2023-04-14 06:43:51,10,facil de manejar,4,5,False
2023-04-14 05:58:43,10,j,5,5,True
2023-04-14 05:11:51,9,"Agil y fácil. lo que no entendí es porque cobran por reservar los asientos, aun en la clase economica",4,4,True
2023-04-14 04:43:51,10,Porque agiliza el embarque,4,5,False
2023-04-14 04:43:50,10,Por precio,4,5,False
2023-04-14 04:25:24,10,Es muy sencillo,2,5,False
2023-04-14 04:12:22,9,PORQUE SI,3,4,False
2023-04-14 04:02:14,10,MEJORA EL SERVICIO,4,5,False
2023-04-14 03:28:28,10,excelente,5,5,True
2023-04-14 03:12:33,10,facil y rapido,5,5,True
2023-04-14 03:00:18,10,EASTA MUY FACIL DE REALIZARLO,5,5,True
2023-04-14 02:45:38,10,Muy fácil de usar.,5,5,True
2023-04-14 02:45:05,10,BUEN SERVICIO,5,5,True
2023-04-14 02:23:04,9,Proceso ágil,4,4,True
2023-04-14 01:43:39,10,facilidad,4,5,False
2023-04-14 01:25:05,9,rapido y facil,5,4,False
2023-04-14 01:18:09,10,NOMAS,3,5,False
2023-04-14 01:13:37,10,Muy facil,5,5,True
2023-04-14 01:13:06,10,TODO MUY FACIL Y ACCESIBLE,5,5,True
2023-04-14 00:52:17,10,muy amigable la pagina y practica . Gracias,5,5,True
2023-04-14 00:49:42,10,ES RÁPIDO,5,5,True
2023-04-14 00:41:47,10,porque,5,5,True
2023-04-14 00:38:31,10,es muy facil y rapido.,5,5,True
2023-04-14 00:33:26,9,es facil y rapido,5,4,False
2023-04-14 00:27:53,10,buen servicio,5,5,True
2023-04-14 00:26:22,9,Porque es fácil y rápido,5,4,False
2023-04-14 00:12:04,10,VUELOS A TIEMPO Y SERVICIO,4,5,False
2023-04-13 23:59:21,10,facil de usar,4,5,False
2023-04-13 23:59:20,10,Puntualidad en sus vuelos,4,5,False
2023-04-13 23:52:28,10,Excelente servicio,5,5,True
2023-04-13 23:47:08,10,Muy sencillo y rápido,5,5,True
2023-04-13 23:42:08,10,ES UN EXCELENTE SERVICIO,5,5,True
2023-04-13 23:36:54,9,FACIL,4,4,True
2023-04-13 23:36:04,10,"Precio Economico , todavia no me he subido al avion",3,5,False
2023-04-13 23:35:48,10,MUY RAPIDOS Y EFICAZ,5,5,True
2023-04-13 22:37:57,10,porque es muy facil,5,5,True
2023-04-13 22:20:27,10,bueno,4,5,False
