Date,nps,text,nps_scaled,label,Coincide
28/02/2023,8,exageran en el TUA he cotizado con otras aerolineas un mismo vuelo y sale mucho mas barato en ocasiones,4,2,False
28/02/2023,8,TODO BIEN,4,5,False
28/02/2023,6,QUITEN TANTAS OPCIONES A COBRAR ES ENGAÑOSO,3,1,False
28/02/2023,8,bien,4,4,True
28/02/2023,8,SON DEMASIADOS PASOS,4,2,False
28/02/2023,4,No declinando tarjetas,2,3,False
28/02/2023,7,Poder cambiar la info del pasajero más fácil  y que la selección de asientos sin cargo extra estuviera más accesible,4,4,True
28/02/2023,7,no quiso agarrar mi tarjeta,4,1,False
28/02/2023,6,precios,3,5,False
28/02/2023,5,Son muchos pasos y se agregan servicios adicionales que incrementan el precio,2,5,False
28/02/2023,0,no es user friendly tu pagina la odio,1,1,True
28/02/2023,7,avisar del tua antes,4,1,False
28/02/2023,8,SIENTO LA PAGINA UN POCO CONFUSA,4,3,False
28/02/2023,2,"van mal, la sesion expira rapido, si vuelves atras pierde datos",1,1,True
28/02/2023,6,SI,3,3,True
28/02/2023,8,Menos propuestas,4,2,False
28/02/2023,7,la pagina esta muy lenta,4,2,False
28/02/2023,1,SU PAGINA NO FUNCIONO 80% DEL TIEMPO CUANDO QUERIA COMPRARLES UN BOLETO,1,1,True
28/02/2023,8,Intente con 3 tarjetas y no me dejo pagar con ninguna.,4,1,False
28/02/2023,7,no se puede escoger dos combos diferentes cuando se compran varios boletos,4,1,False
28/02/2023,4,"Es un diseño hecho para ser tramposa y encabronante UI
Odio Viva aerobus",2,5,False
28/02/2023,5,Demasiados menús,2,2,True
28/02/2023,6,REDUCCICEINDO LOS COSTOS Y PODER MODIFICAR LOS VUELOS INDIVIDUALMENTE YA QUE MUCHAS OCASIONES ALGUNOS PASAJEROS LLEVAN MENOS EQUIPAJE,3,4,False
28/02/2023,6,"muy confuso, no te dan las opciones del equipaje por persona desde el inicio, sino que hasta que esta avanzado el proceso",3,2,False
28/02/2023,1,MUY TEDIOSA LA PAGINA PARA COMPRAR VUELOS Y SABER TOTALES,1,1,True
28/02/2023,7,Sintantos rodeos  a la hora de comprar los boletos,4,4,True
28/02/2023,6,"Son demasiados los pasos, si fuera más sencilla la experiencia al cliente, sería una página excepcional.",3,2,False
28/02/2023,3,"Poco dificil navegar, no sive bien en mobile. Tampoco funciona cambiar a dolar a pesos",2,2,True
28/02/2023,0,NO DEJA PAGAR,1,1,True
28/02/2023,7,la calidad,4,5,False
28/02/2023,7,cada vez sale más caro volar con ustedes,4,1,False
28/02/2023,8,"Deberian de indicar que si no es obligatorio escoger los asientos, parece que no hay de otra pero si hay y es gratis",4,3,False
28/02/2023,0,"Totalmente ineficiente y malintencionada , falta de claridad en informacion proprcionada iprincipalmente en precios",1,1,True
28/02/2023,3,Por Que mi amigo compraba el bileto y una problema occurado.  Mi bileta no mas available y yo so triste por que necesito entrado las informacion tambien.,2,1,False
28/02/2023,7,Pague con BBVa tarjeta de credito mayor a $2000 y no me aparecio la opcion de pagar a meses sin intereses,4,1,False
28/02/2023,7,que no tarden tanto las maletas,4,2,False
28/02/2023,6,I WAS ON HOLD WAITING FOR A CSR FOR MORE THAN 50MIN.,3,1,False
28/02/2023,2,"AGREGA EXTRAS QUE YO NO AGREGE, NO SE PUEDE QUITAR ORDEN DE CARRITO",1,1,True
28/02/2023,5,"Haciéndola mas intuitiva y entendible, es mucho cobro de servicios adicionales escondidos entre las muchas opciones disponibles.",2,4,False
28/02/2023,8,Siendo más claros en la información solicitada.,4,3,False
28/02/2023,8,no poniendo tanta publicidad y opciones porque confunden primero vuelo y despues extras,4,1,False
28/02/2023,8,MÁS RÁPIDA,4,3,False
28/02/2023,8,bien,4,4,True
28/02/2023,8,Son muchos cambio de precios y se cobra por todo,4,5,False
28/02/2023,4,los costos,2,4,False
28/02/2023,7,La cantidad de submenus consecutivos vuelve tediosa la compra rapida de boletos,4,1,False
28/02/2023,8,bien,4,4,True
28/02/2023,5,atencion al cliente,2,4,False
28/02/2023,0,acepten pagos con tarjeta,1,1,True
28/02/2023,4,El precio es engañoso hasta el final te dejan quitar el seguro de protección total,2,1,False
28/02/2023,8,Sin tantas páginas para llegar al checkout,4,2,False
28/02/2023,8,Pongan mejores precios.,4,5,False
28/02/2023,5,ser claros en el precio final,2,4,False
28/02/2023,8,No poner anuncios encima del contenido,4,1,False
28/02/2023,7,"Mucho, tu pagina es muy estresante. Muchos clicks, deberia ser mas rapida realizar una reservación.",4,2,False
28/02/2023,8,Rapidez,4,5,False
28/02/2023,8,Poner mas sencillo las formar de pago y los meses sin intereses,4,3,False
28/02/2023,4,"Siendo mas rapida, con menos pasos a seguir y sin tantas opciones a agregar",2,3,False
28/02/2023,7,M,4,2,False
28/02/2023,6,"Las preselecciones que usan para cobrar mal son de mal gusto, hacen sentir que quieren aprovecharse del consumidor. Es una práctica que seguró violenta los derechos del consumidor ante la profeco.",3,1,False
28/02/2023,4,EXTREMADAMENTO COMPLICADA! DEBEN SIMPLIFICAR SU PROCESO,2,2,True
28/02/2023,8,...,4,3,False
28/02/2023,8,No jalo mi tarjeta de Banamex,4,1,False
28/02/2023,7,siendo mas concientes con el pasajero... quieren cobrar hasta por respirar...,4,2,False
28/02/2023,7,Demasiadas preguntas,4,2,False
28/02/2023,6,NO ME GUSTA QUE METAN SEGUROS Y OTRAS COSAS AFUERZA SIN QUE TE DES CUENTA,3,2,False
28/02/2023,8,NO TIENEN TODOS LOS DATOS DE COSTOS TIENE UNO QUE IR LLENANDO LA COMPRA DE BOLETOS PARA SABER EL COSTO REAL,4,1,False
28/02/2023,7,ya cobren las cosas juntas. Ir subiendo con precios migajas es frustrante.,4,2,False
28/02/2023,0,mala pagina,1,1,True
28/02/2023,7,Ninguno,4,1,False
28/02/2023,5,Poniendo los precios en los dias para verlos,2,4,False
28/02/2023,7,no agregar seguro por si solo,4,1,False
28/02/2023,0,su web dio sirve intente con 4 tarjetas activas y ninguna tomaron,1,1,True
28/02/2023,7,Muchos pasos y apartados para llegar al final,4,4,True
28/02/2023,7,Dificil cambiar datos de número de personas y pagar,4,2,False
28/02/2023,8,Mejorando sistema de pago,4,3,False
28/02/2023,8,Facturación inmediata cuando se paga,4,1,False
28/02/2023,6,"Mucha informacion que abruma y confunde, el proceso para llegar al pago es muy largo con demasiadas ofertas",3,3,True
28/02/2023,8,"EL precio de TUA cambió antes de realizar mi pago, es algo que no me gustó.",4,2,False
28/02/2023,2,NO ES AMIGABLE Y PROPORCIONA INFORMACION FALSA,1,1,True
28/02/2023,6,demasiadas preguntas,3,2,False
28/02/2023,7,"la vez pasada me cancelaron el mero dia
me cambiaron el vuelo
y me ofrecieron un cupon para el siguiente vuelo que no llegò",4,1,False
28/02/2023,6,demasiados precios ocultos,3,1,False
28/02/2023,5,MANEJAR UN SOLO PRECIO,2,5,False
28/02/2023,0,NO COBRANDO TODO APARTE Y MEJORAR PRECIOS,1,1,True
28/02/2023,8,antes se podia pagar a meses sin intereses y ahora esa opcion ya no existe,4,1,False
28/02/2023,8,NOT CHANGING THE AMOUNTS TO OFTEN,4,3,False
28/02/2023,4,"Muchos errores, no me dejaba regresar a la pagina anterior y tuve que comenzar de nuevo 5 veces. Demasiado frustrajnte",2,1,False
28/02/2023,1,No acepta los pagos,1,1,True
28/02/2023,7,el proceso de reservacion y pago en linea y mostrar el precio total al principio,4,5,False
28/02/2023,7,QUITEN EL TUA O COBRAR MENOS TUA,4,2,False
28/02/2023,8,agregar mas opciones de pagos si intereses,4,3,False
28/02/2023,7,"TE AGREGA SERVICIOS QUE YA PREVIAMENTE CANCELASTE, PESIMO QUE TE COBREN POR ELEGIR ASIENTO.",4,1,False
28/02/2023,6,esta muy lenta,3,2,False
28/02/2023,3,"Su diseño para tratar de confundir a la gente con sus extras, no se si su esquema es legal, pero si creo que es moralmente reprobable",2,3,False
28/02/2023,8,ser mas claros en la informacion,4,3,False
28/02/2023,8,Dar mas tiempo para tomar una decision sobre todo para la gente mayor.,4,4,True
28/02/2023,6,menos anuncios y pops ups,3,2,False
28/02/2023,7,tienen muchas trabas para ver el costo total,4,3,False
28/02/2023,6,trampa que cobran el tua haste el final,3,1,False
28/02/2023,8,Agregando el TUA y bajando el precio de los asientos,4,5,False
28/02/2023,7,no ocultando precios,4,2,False
28/02/2023,8,SER MAS CLAROS EN LOS ERRORES,4,3,False
28/02/2023,5,si se paga un vuelo ya debe incluir el asiento,2,3,False
28/02/2023,6,Son demasiados pasos para lograr comprar y precios confusos,3,2,False
28/02/2023,7,Mas ágil su pagina al momento de reservar,4,5,False
28/02/2023,3,Que tienen glitches al hacer compras,2,1,False
28/02/2023,8,"yo agendo los viajes de mis familiares y todo a sido satisfactorio, hasta ahora",4,5,False
28/02/2023,7,"Cuando tratas de agregar equipaje documentado en uno solo de los pasajeros, al ser una reservación por 2 o más pasajeros, no está amigable ni claro.",4,2,False
28/02/2023,6,No enganchando con los precios para dejar al final el TUA,3,2,False
28/02/2023,8,Hacerla mas sencilla,4,4,True
28/02/2023,8,"algo pesado varias hojas, podria estar mas practico",4,3,False
28/02/2023,8,ESPECIFICANDO LAS TARIFAS POR CATEGORIA DE EQUIPAJE,4,4,True
27/02/2023,7,incluyan precio de asiento,4,3,False
27/02/2023,8,Batalle para pagar con tarjeta de credito,4,1,False
27/02/2023,0,PROBLEMAS CON EL PAGO EN LINEA,1,2,False
27/02/2023,7,"batalle para pagar , con la tarjeta que estaba  ya en sistema,   se borraba  automaticamente el CVV  cdo le daba terminar",4,1,False
27/02/2023,2,NO ME DEJA PAGAR CON LA TARJETA QUIE ES PARA COMPRAR VUELOS,1,1,True
27/02/2023,6,facilitar los procesos por celular,3,4,False
27/02/2023,4,"muchos cambios, no es claro",2,3,False
27/02/2023,5,"Siempre se batalla para realizar el pago, aún cuando la tarjeta haya sido previamente usada y guardada, rechaza el pago sin motivo aparente y hay que recapturar cada vez",2,1,False
27/02/2023,8,cobren menos,4,2,False
27/02/2023,7,la pagina vence y tienen que comenzar de 0,4,1,False
27/02/2023,8,MENOS PASOS.. O HACER MAS CORTOS LOS PASOS QUE NO SEA UN PAGINA POR CADA UNO,4,2,False
27/02/2023,5,pesima pagina,2,1,False
27/02/2023,8,"lo de los documentos, tiene que poner varias ves.",4,3,False
27/02/2023,6,TENER AYUDAR DE UNA PERSONA EN LINEA TELEFONICA SIN GRABADORA,3,1,False
27/02/2023,8,no me dejo capturar pasaportes,4,1,False
27/02/2023,0,"sitio web muy trabado, en el checkout me apareció como 30 veces un recuadro que decía ""tu sesión está por expirar"", oprimía en continuar y cada 2 segundos volvía a aparecer",1,1,True
27/02/2023,7,"lo hacen demasiado enredado y los precios son engañosos,",4,2,False
27/02/2023,5,MUCHA PUBLICIDAD,2,4,False
27/02/2023,0,"Imposible pagar con tarjetas de crédito. Hay que hablar para realizar el pago y obviamente además de la demora en exceso, las tarifas y asientos escogidos ya no estan disponibles",1,1,True
27/02/2023,5,Muy confusa por tanto servicio extra,2,3,False
27/02/2023,6,reducir los pasos para llegar al pago,3,3,True
27/02/2023,3,U just fake the price by adding 50% at the last step,2,1,False
27/02/2023,5,PONIENDO LA OPCIÓN DE MESES EN LA PAGINA,2,3,False
27/02/2023,1,Digan los precios reales transparentemente y desde el principio. No agreguen los servicios con costo adicional automáticamente.,1,2,False
27/02/2023,5,Difícil pagar con tarjeta de crédito,2,1,False
27/02/2023,8,NO PONGAN TANTAS OPCIONES DE SERVICIOS,4,2,False
27/02/2023,8,"Personalizar datos finales de (equipaje, niños y mascotas) que se lleguen a seleccionar ya comprado) para no estar descifrando en el apartado que corresponde a lo que yo compre para viajar. Sigan mejorando, la verdad se esta haciendo cada vez mas practica su pagina de ventas y es un gusto preferir volar con ustedes. Espero me contacte alguien de ustedes pues tengo un problema pues compre boleto de adulto y mi mama después quiso viajar con su nieta junto al boleto que ya les mencione pero no se como unirlos en una misma compra si el boleto ya pagado el viva Zero. I celular es 9841541769. Aún así voy a intentar buscar su contacto y exponer mi caso. saludos",4,4,True
27/02/2023,0,No me deja pagar con mi tarjeta de credito. Pesimo sistema de pagos,1,1,True
27/02/2023,8,xx,4,5,False
27/02/2023,7,"conexion sin interrupciones, se bloqueo al pagar el TUA , se perdieron los asientos y subieron de precio",4,1,False
27/02/2023,8,demasiados clicks,4,2,False
27/02/2023,0,"Te ponen bajo el costo pero al final te sale igual que la competencia, estonces pesimo",1,1,True
27/02/2023,8,MAS SENCILLO EL PROCESO SIN OBLIGAR A COMPRAR COSAS DE MAS,4,3,False
27/02/2023,6,Creo que los precios podrían ser más bajos. Pero en general bien.,3,3,True
27/02/2023,5,"Esconden demasiado los cargos no solicitados, por ejemplo el seguro de Reembolso Total. Perdí demasiado tiempo para poder encontrar cómo quitarlo. Es un abuso.",2,1,False
27/02/2023,8,Mas rapidez en la asignacion de los datos,4,5,False
27/02/2023,3,English please,2,3,False
27/02/2023,4,Que los precios base que muestran fueran reales,2,3,False
27/02/2023,7,Hagan que la pagina deje de cambiar los precios que muestra cuando uno le da click,4,1,False
27/02/2023,8,Especificar lo del seguro de vuelo antes,4,4,True
27/02/2023,7,"Los precios subieron mucho, sin embargo siguen siendo los mas baratos",4,3,False
27/02/2023,4,No me permitio hacer uso de codigo de descuento 33070565520600001,2,1,False
27/02/2023,0,Hice una compra de casi 4000mxn y recibi 0 doters,1,1,True
